Date,Year,Quarter,Month,Month_Name,Week,Day,Day_Name,Is_Weekend
2025-03-27,2025,1,3,March,13,27,Thursday,False
2025-03-28,2025,1,3,March,13,28,Friday,False
2025-03-29,2025,1,3,March,13,29,Saturday,True
2025-03-30,2025,1,3,March,13,30,Sunday,True
2025-03-31,2025,1,3,March,14,31,Monday,False
2025-04-01,2025,2,4,April,14,1,Tuesday,False
2025-04-02,2025,2,4,April,14,2,Wednesday,False
2025-04-03,2025,2,4,April,14,3,Thursday,False
2025-04-04,2025,2,4,April,14,4,Friday,False
2025-04-05,2025,2,4,April,14,5,Saturday,True
2025-04-06,2025,2,4,April,14,6,Sunday,True
2025-04-07,2025,2,4,April,15,7,Monday,False
2025-04-08,2025,2,4,April,15,8,Tuesday,False
2025-04-09,2025,2,4,April,15,9,Wednesday,False
2025-04-10,2025,2,4,April,15,10,Thursday,False
2025-04-11,2025,2,4,April,15,11,Friday,False
2025-04-12,2025,2,4,April,15,12,Saturday,True
2025-04-13,2025,2,4,April,15,13,Sunday,True
2025-04-14,2025,2,4,April,16,14,Monday,False
2025-04-15,2025,2,4,April,16,15,Tuesday,False
2025-04-16,2025,2,4,April,16,16,Wednesday,False
2025-04-17,2025,2,4,April,16,17,Thursday,False
2025-04-18,2025,2,4,April,16,18,Friday,False
2025-04-19,2025,2,4,April,16,19,Saturday,True
2025-04-20,2025,2,4,April,16,20,Sunday,True
2025-04-21,2025,2,4,April,17,21,Monday,False
2025-04-22,2025,2,4,April,17,22,Tuesday,False
2025-04-23,2025,2,4,April,17,23,Wednesday,False
2025-04-24,2025,2,4,April,17,24,Thursday,False
2025-04-25,2025,2,4,April,17,25,Friday,False
2025-04-26,2025,2,4,April,17,26,Saturday,True
2025-04-27,2025,2,4,April,17,27,Sunday,True
2025-04-28,2025,2,4,April,18,28,Monday,False
2025-04-29,2025,2,4,April,18,29,Tuesday,False
2025-04-30,2025,2,4,April,18,30,Wednesday,False
2025-05-01,2025,2,5,May,18,1,Thursday,False
2025-05-02,2025,2,5,May,18,2,Friday,False
2025-05-03,2025,2,5,May,18,3,Saturday,True
2025-05-04,2025,2,5,May,18,4,Sunday,True
2025-05-05,2025,2,5,May,19,5,Monday,False
2025-05-06,2025,2,5,May,19,6,Tuesday,False
2025-05-07,2025,2,5,May,19,7,Wednesday,False
2025-05-08,2025,2,5,May,19,8,Thursday,False
2025-05-09,2025,2,5,May,19,9,Friday,False
2025-05-10,2025,2,5,May,19,10,Saturday,True
2025-05-11,2025,2,5,May,19,11,Sunday,True
2025-05-12,2025,2,5,May,20,12,Monday,False
2025-05-13,2025,2,5,May,20,13,Tuesday,False
2025-05-14,2025,2,5,May,20,14,Wednesday,False
2025-05-15,2025,2,5,May,20,15,Thursday,False
2025-05-16,2025,2,5,May,20,16,Friday,False
2025-05-17,2025,2,5,May,20,17,Saturday,True
2025-05-18,2025,2,5,May,20,18,Sunday,True
2025-05-19,2025,2,5,May,21,19,Monday,False
2025-05-20,2025,2,5,May,21,20,Tuesday,False
2025-05-21,2025,2,5,May,21,21,Wednesday,False
2025-05-22,2025,2,5,May,21,22,Thursday,False
2025-05-23,2025,2,5,May,21,23,Friday,False
2025-05-24,2025,2,5,May,21,24,Saturday,True
2025-05-25,2025,2,5,May,21,25,Sunday,True
2025-05-26,2025,2,5,May,22,26,Monday,False
2025-05-27,2025,2,5,May,22,27,Tuesday,False
2025-05-28,2025,2,5,May,22,28,Wednesday,False
2025-05-29,2025,2,5,May,22,29,Thursday,False
2025-05-30,2025,2,5,May,22,30,Friday,False
2025-05-31,2025,2,5,May,22,31,Saturday,True
2025-06-01,2025,2,6,June,22,1,Sunday,True
2025-06-02,2025,2,6,June,23,2,Monday,False
2025-06-03,2025,2,6,June,23,3,Tuesday,False
2025-06-04,2025,2,6,June,23,4,Wednesday,False
2025-06-05,2025,2,6,June,23,5,Thursday,False
2025-06-06,2025,2,6,June,23,6,Friday,False
2025-06-07,2025,2,6,June,23,7,Saturday,True
2025-06-08,2025,2,6,June,23,8,Sunday,True
2025-06-09,2025,2,6,June,24,9,Monday,False
2025-06-10,2025,2,6,June,24,10,Tuesday,False
2025-06-11,2025,2,6,June,24,11,Wednesday,False
2025-06-12,2025,2,6,June,24,12,Thursday,False
2025-06-13,2025,2,6,June,24,13,Friday,False
2025-06-14,2025,2,6,June,24,14,Saturday,True
2025-06-15,2025,2,6,June,24,15,Sunday,True
2025-06-16,2025,2,6,June,25,16,Monday,False
2025-06-17,2025,2,6,June,25,17,Tuesday,False
2025-06-18,2025,2,6,June,25,18,Wednesday,False
2025-06-19,2025,2,6,June,25,19,Thursday,False
2025-06-20,2025,2,6,June,25,20,Friday,False
2025-06-21,2025,2,6,June,25,21,Saturday,True
2025-06-22,2025,2,6,June,25,22,Sunday,True
2025-06-23,2025,2,6,June,26,23,Monday,False
2025-06-24,2025,2,6,June,26,24,Tuesday,False
2025-06-25,2025,2,6,June,26,25,Wednesday,False
2025-06-26,2025,2,6,June,26,26,Thursday,False
2025-06-27,2025,2,6,June,26,27,Friday,False
2025-06-28,2025,2,6,June,26,28,Saturday,True
2025-06-29,2025,2,6,June,26,29,Sunday,True
2025-06-30,2025,2,6,June,27,30,Monday,False
2025-07-01,2025,3,7,July,27,1,Tuesday,False
2025-07-02,2025,3,7,July,27,2,Wednesday,False
2025-07-03,2025,3,7,July,27,3,Thursday,False
2025-07-04,2025,3,7,July,27,4,Friday,False
2025-07-05,2025,3,7,July,27,5,Saturday,True
2025-07-06,2025,3,7,July,27,6,Sunday,True
2025-07-07,2025,3,7,July,28,7,Monday,False
2025-07-08,2025,3,7,July,28,8,Tuesday,False
2025-07-09,2025,3,7,July,28,9,Wednesday,False
2025-07-10,2025,3,7,July,28,10,Thursday,False
2025-07-11,2025,3,7,July,28,11,Friday,False
2025-07-12,2025,3,7,July,28,12,Saturday,True
2025-07-13,2025,3,7,July,28,13,Sunday,True
2025-07-14,2025,3,7,July,29,14,Monday,False
2025-07-15,2025,3,7,July,29,15,Tuesday,False
2025-07-16,2025,3,7,July,29,16,Wednesday,False
2025-07-17,2025,3,7,July,29,17,Thursday,False
2025-07-18,2025,3,7,July,29,18,Friday,False
2025-07-19,2025,3,7,July,29,19,Saturday,True
2025-07-20,2025,3,7,July,29,20,Sunday,True
2025-07-21,2025,3,7,July,30,21,Monday,False
2025-07-22,2025,3,7,July,30,22,Tuesday,False
2025-07-23,2025,3,7,July,30,23,Wednesday,False
2025-07-24,2025,3,7,July,30,24,Thursday,False
2025-07-25,2025,3,7,July,30,25,Friday,False
2025-07-26,2025,3,7,July,30,26,Saturday,True
2025-07-27,2025,3,7,July,30,27,Sunday,True
2025-07-28,2025,3,7,July,31,28,Monday,False
2025-07-29,2025,3,7,July,31,29,Tuesday,False
2025-07-30,2025,3,7,July,31,30,Wednesday,False
2025-07-31,2025,3,7,July,31,31,Thursday,False
2025-08-01,2025,3,8,August,31,1,Friday,False
2025-08-02,2025,3,8,August,31,2,Saturday,True
2025-08-03,2025,3,8,August,31,3,Sunday,True
2025-08-04,2025,3,8,August,32,4,Monday,False
2025-08-05,2025,3,8,August,32,5,Tuesday,False
2025-08-06,2025,3,8,August,32,6,Wednesday,False
2025-08-07,2025,3,8,August,32,7,Thursday,False
2025-08-08,2025,3,8,August,32,8,Friday,False
2025-08-09,2025,3,8,August,32,9,Saturday,True
2025-08-10,2025,3,8,August,32,10,Sunday,True
2025-08-11,2025,3,8,August,33,11,Monday,False
2025-08-12,2025,3,8,August,33,12,Tuesday,False
2025-08-13,2025,3,8,August,33,13,Wednesday,False
2025-08-14,2025,3,8,August,33,14,Thursday,False
2025-08-15,2025,3,8,August,33,15,Friday,False
2025-08-16,2025,3,8,August,33,16,Saturday,True
2025-08-17,2025,3,8,August,33,17,Sunday,True
2025-08-18,2025,3,8,August,34,18,Monday,False
2025-08-19,2025,3,8,August,34,19,Tuesday,False
2025-08-20,2025,3,8,August,34,20,Wednesday,False
2025-08-21,2025,3,8,August,34,21,Thursday,False
2025-08-22,2025,3,8,August,34,22,Friday,False
2025-08-23,2025,3,8,August,34,23,Saturday,True
2025-08-24,2025,3,8,August,34,24,Sunday,True
2025-08-25,2025,3,8,August,35,25,Monday,False
2025-08-26,2025,3,8,August,35,26,Tuesday,False
2025-08-27,2025,3,8,August,35,27,Wednesday,False
2025-08-28,2025,3,8,August,35,28,Thursday,False
2025-08-29,2025,3,8,August,35,29,Friday,False
2025-08-30,2025,3,8,August,35,30,Saturday,True
2025-08-31,2025,3,8,August,35,31,Sunday,True
2025-09-01,2025,3,9,September,36,1,Monday,False
2025-09-02,2025,3,9,September,36,2,Tuesday,False
2025-09-03,2025,3,9,September,36,3,Wednesday,False
2025-09-04,2025,3,9,September,36,4,Thursday,False
2025-09-05,2025,3,9,September,36,5,Friday,False
2025-09-06,2025,3,9,September,36,6,Saturday,True
2025-09-07,2025,3,9,September,36,7,Sunday,True
2025-09-08,2025,3,9,September,37,8,Monday,False
2025-09-09,2025,3,9,September,37,9,Tuesday,False
2025-09-10,2025,3,9,September,37,10,Wednesday,False
2025-09-11,2025,3,9,September,37,11,Thursday,False
2025-09-12,2025,3,9,September,37,12,Friday,False
2025-09-13,2025,3,9,September,37,13,Saturday,True
2025-09-14,2025,3,9,September,37,14,Sunday,True
2025-09-15,2025,3,9,September,38,15,Monday,False
2025-09-16,2025,3,9,September,38,16,Tuesday,False
2025-09-17,2025,3,9,September,38,17,Wednesday,False
2025-09-18,2025,3,9,September,38,18,Thursday,False
2025-09-19,2025,3,9,September,38,19,Friday,False
2025-09-20,2025,3,9,September,38,20,Saturday,True
2025-09-21,2025,3,9,September,38,21,Sunday,True
2025-09-22,2025,3,9,September,39,22,Monday,False
2025-09-23,2025,3,9,September,39,23,Tuesday,False
2025-09-24,2025,3,9,September,39,24,Wednesday,False
2025-09-25,2025,3,9,September,39,25,Thursday,False
2025-09-26,2025,3,9,September,39,26,Friday,False
2025-09-27,2025,3,9,September,39,27,Saturday,True
2025-09-28,2025,3,9,September,39,28,Sunday,True
2025-09-29,2025,3,9,September,40,29,Monday,False
2025-09-30,2025,3,9,September,40,30,Tuesday,False
2025-10-01,2025,4,10,October,40,1,Wednesday,False
2025-10-02,2025,4,10,October,40,2,Thursday,False
2025-10-03,2025,4,10,October,40,3,Friday,False
2025-10-04,2025,4,10,October,40,4,Saturday,True
2025-10-05,2025,4,10,October,40,5,Sunday,True
2025-10-06,2025,4,10,October,41,6,Monday,False
2025-10-07,2025,4,10,October,41,7,Tuesday,False
2025-10-08,2025,4,10,October,41,8,Wednesday,False
2025-10-09,2025,4,10,October,41,9,Thursday,False
2025-10-10,2025,4,10,October,41,10,Friday,False
2025-10-11,2025,4,10,October,41,11,Saturday,True
2025-10-12,2025,4,10,October,41,12,Sunday,True
2025-10-13,2025,4,10,October,42,13,Monday,False
2025-10-14,2025,4,10,October,42,14,Tuesday,False
2025-10-15,2025,4,10,October,42,15,Wednesday,False
2025-10-16,2025,4,10,October,42,16,Thursday,False
2025-10-17,2025,4,10,October,42,17,Friday,False
2025-10-18,2025,4,10,October,42,18,Saturday,True
2025-10-19,2025,4,10,October,42,19,Sunday,True
2025-10-20,2025,4,10,October,43,20,Monday,False
2025-10-21,2025,4,10,October,43,21,Tuesday,False
2025-10-22,2025,4,10,October,43,22,Wednesday,False
2025-10-23,2025,4,10,October,43,23,Thursday,False
2025-10-24,2025,4,10,October,43,24,Friday,False
2025-10-25,2025,4,10,October,43,25,Saturday,True
2025-10-26,2025,4,10,October,43,26,Sunday,True
2025-10-27,2025,4,10,October,44,27,Monday,False
2025-10-28,2025,4,10,October,44,28,Tuesday,False
